Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,5,80,85,Mawhtike(ST),MMR015023
 Rural,78,4040,4118,Mawhtike(ST),MMR015023
 Total,83,4120,4203,Mawhtike(ST),MMR015023
