Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,1,4472,4473,Latha,MMR013036
 Total,1,4472,4473,Latha,MMR013036
