Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,72,4648,4720,Thazi,MMR010030
 Rural,550,39622,40172,Thazi,MMR010030
 Total,622,44270,44892,Thazi,MMR010030
