Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,49,18660,18709,Thanlyin,MMR013023
 Rural,1227,41661,42888,Thanlyin,MMR013023
 Total,1276,60321,61597,Thanlyin,MMR013023
