Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,178,8835,9013,Kyaukpadaung,MMR010020
 Rural,397,52551,52948,Kyaukpadaung,MMR010020
 Total,575,61386,61961,Kyaukpadaung,MMR010020
