Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,62,42642,42704,Dagon Myothit(North),MMR013019
 Total,62,42642,42704,Dagon Myothit(North),MMR013019
