Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,7,344,351,Cocogyun,MMR013032
 Total,7,344,351,Cocogyun,MMR013032
