Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,32,2509,2541,Ngaputaw,MMR017004
 Rural,565,34270,34835,Ngaputaw,MMR017004
 Total,597,36779,37376,Ngaputaw,MMR017004
