Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,36,35324,35360,Tamway,MMR013015
 Total,36,35324,35360,Tamway,MMR013015
