Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,99,2575,2674,Kangyidaunt,MMR017002
 Rural,1038,39254,40292,Kangyidaunt,MMR017002
 Total,1137,41829,42966,Kangyidaunt,MMR017002
