Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,76,5104,5180,Danubyu,MMR017022
 Rural,1748,37869,39617,Danubyu,MMR017022
 Total,1824,42973,44797,Danubyu,MMR017022
