Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,222,5002,5224,Panglong(ST),MMR014011
 Rural,217,9075,9292,Panglong(ST),MMR014011
 Total,439,14077,14516,Panglong(ST),MMR014011
