Urban_Rural,4-Wheel_tractor_Yes,4-Wheel_tractor_No,4-Wheel_tractor_Total,Township,MIMU_code
 Urban,47,715,762,Kenglat(ST),MMR016009
 Rural,75,1639,1714,Kenglat(ST),MMR016009
 Total,122,2354,2476,Kenglat(ST),MMR016009
