Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,162,278,377,396,338,480,339,480,424,377,430,327,321,481,291,507,212,278,315,262,443,261,231,301,164,307,138,142,120,137,157,125,97,144,85,197,66,67.0,69,60,131,58,51,67,49,99,27,38,40,36,66,25,18,27,5,46,6,13,4,8,23,12,6,3,1,11,1,3,1,2,7,2,-,2,-,5,-,1,1,-,1,1,-,2,1,5,11291,Pan San(Pan Kham),MMR015005
 Illiterate,1120,794,794,871,512,908,366,621,523,393,872,438,434,772,299,1226,252,370,318,218,1256,271,351,591,244,1504,122,263,180,118,1073,218,217,375,155,1324,112,196.0,179,98,814,129,135,201,91,1009,63,104,111,65,348,136,74,102,52,753,50,71,75,28,247,36,31,49,18,400,13,28,16,12,92,12,3,21,7,168,1,7,7,1,26,5,6,5,4,65,26639,Pan San(Pan Kham),MMR015005
 Total,1282,1072,1171,1267,850,1388,705,1101,947,770,1302,765,755,1253,590,1733,464,648,633,480,1699,532,582,892,408,1811,260,405,300,255,1230,343,314,519,240,1521,178,263.0,248,158,945,187,186,268,140,1108,90,142,151,101,414,161,92,129,57,799,56,84,79,36,270,48,37,52,19,411,14,31,17,14,99,14,3,23,7,173,1,8,8,1,27,6,6,7,5,70,37930,Pan San(Pan Kham),MMR015005
