Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,539,1496,1763,1758,1653,1778,1645,1832,1779,1722,1649,1587,1705,1821,1554,1738,1411,1461,1509,1397,1488,1371,1329,1557,1481,1573,1280,1337,1289,1226,1315,1144,1126,1285,1043,1221,1026,1213.0,969,940,1094,855,749,787,765,828,601,675,672,657,665,524,479,512,398,517,387,401,352,347,362,274,210,187,175,206,122,147,138,128,156,105,88,91,44,83,42,50,57,57,59,37,25,25,17,54,72214,Nyaungshwe,MMR014002
 Illiterate,987,184,66,55,27,20,24,26,30,33,35,38,43,67,51,73,62,64,75,105,125,99,132,161,156,206,142,189,171,180,235,182,185,184,176,260,164,201.0,211,195,259,216,224,226,196,256,199,218,188,178,257,159,158,157,148,262,123,160,159,127,187,122,121,97,81,160,67,101,76,111,142,85,48,87,50,104,59,53,66,55,50,25,26,15,13,51,11541,Nyaungshwe,MMR014002
 Total,1526,1680,1829,1813,1680,1798,1669,1858,1809,1755,1684,1625,1748,1888,1605,1811,1473,1525,1584,1502,1613,1470,1461,1718,1637,1779,1422,1526,1460,1406,1550,1326,1311,1469,1219,1481,1190,1414.0,1180,1135,1353,1071,973,1013,961,1084,800,893,860,835,922,683,637,669,546,779,510,561,511,474,549,396,331,284,256,366,189,248,214,239,298,190,136,178,94,187,101,103,123,112,109,62,51,40,30,105,83755,Nyaungshwe,MMR014002
