Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,1228,3042,3507,3441,3490,3504,3360,3680,3867,3647,3064,3158,3295,3496,3015,3420,2814,3007,3032,2748,3214,2649,2821,2966,2771,3414,2437,2718,2634,2256,2707,2370,2501,2578,2287,2654,1951,2419.0,2256,1999,2350,1808,1953,1987,1672,2108,1495,1568,1505,1475,1482,1300,1170,1166,922,1222,715,747,806,706,809,648,637,457,340,480,252,312,308,295,353,203,177,207,116,210,92,99,92,80,88,48,47,35,23,115,150097,Kalay,MMR014005
 Illiterate,2265,466,143,95,58,47,39,43,58,42,31,58,32,48,43,61,39,46,60,45,81,57,67,82,64,118,72,105,75,84,124,73,72,106,79,145,60,102.0,100,131,140,120,121,135,132,278,116,143,171,178,222,151,168,189,152,261,131,142,146,156,223,168,170,127,109,223,97,123,131,130,169,90,95,137,67,144,57,69,70,59,82,37,29,20,20,90,11504,Kalay,MMR014005
 Total,3493,3508,3650,3536,3548,3551,3399,3723,3925,3689,3095,3216,3327,3544,3058,3481,2853,3053,3092,2793,3295,2706,2888,3048,2835,3532,2509,2823,2709,2340,2831,2443,2573,2684,2366,2799,2011,2521.0,2356,2130,2490,1928,2074,2122,1804,2386,1611,1711,1676,1653,1704,1451,1338,1355,1074,1483,846,889,952,862,1032,816,807,584,449,703,349,435,439,425,522,293,272,344,183,354,149,168,162,139,170,85,76,55,43,205,161601,Kalay,MMR014005
