Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,913,2223,2548,2285,2399,2556,2358,2477,2776,2539,2264,2068,2285,2318,2088,2483,1985,1942,1986,1898,2378,1753,2009,2066,2010,2734,1883,2148,2003,1727,2439,1664,1860,2011,1754,2420,1509,1839.0,1839,1642,2241,1563,1551,1465,1184,1776,1128,1345,1315,1122,1539,1036,1067,971,872,1260,792,913,819,789,927,604,728,493,344,634,269,319,301,340,490,213,208,233,164,267,115,135,101,93,136,52,70,50,37,164,116314,Kyaukpadaung,MMR010020
 Illiterate,1327,296,81,61,43,51,35,34,36,39,40,39,45,58,51,86,58,53,79,70,111,84,91,139,117,238,119,208,170,173,293,188,234,217,178,339,173,266.0,254,259,433,257,289,281,202,352,180,214,210,178,297,204,257,240,194,500,224,316,270,334,471,250,339,249,186,497,175,260,203,224,407,148,146,169,182,280,95,138,110,94,147,63,70,37,45,173,17023,Kyaukpadaung,MMR010020
 Total,2240,2519,2629,2346,2442,2607,2393,2511,2812,2578,2304,2107,2330,2376,2139,2569,2043,1995,2065,1968,2489,1837,2100,2205,2127,2972,2002,2356,2173,1900,2732,1852,2094,2228,1932,2759,1682,2105.0,2093,1901,2674,1820,1840,1746,1386,2128,1308,1559,1525,1300,1836,1240,1324,1211,1066,1760,1016,1229,1089,1123,1398,854,1067,742,530,1131,444,579,504,564,897,361,354,402,346,547,210,273,211,187,283,115,140,87,82,337,133337,Kyaukpadaung,MMR010020
