Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,33,81,107,124,120,139,116,124,128,125,123,124,123,111,102,105,93,79,80,81,98,66,61,65,55,76,53,58,58,46,47,39,35,48,37,50,26,43.0,29,48,38,27,23,34,27,27,15,23,19,23,27,26,11,17,11,15,11,9,6,5,15,5,6,8,6,11,2,6,4,1,-,1,2,1,2,1,1,-,1,1,1,-,-,1,-,1,3627,Hsadone(ST),MMR001002
 Illiterate,92,69,38,33,17,9,11,8,11,10,7,12,2,15,11,9,5,5,8,12,12,10,6,9,4,11,4,13,7,11,8,9,11,9,15,18,14,21.0,19,17,11,13,9,15,8,18,9,18,16,18,10,13,12,19,11,18,14,9,13,15,15,5,8,6,7,21,7,8,7,8,12,7,2,7,4,5,-,-,5,5,5,6,-,-,1,2,1034,Hsadone(ST),MMR001002
 Total,125,150,145,157,137,148,127,132,139,135,130,136,125,126,113,114,98,84,88,93,110,76,67,74,59,87,57,71,65,57,55,48,46,57,52,68,40,64.0,48,65,49,40,32,49,35,45,24,41,35,41,37,39,23,36,22,33,25,18,19,20,30,10,14,14,13,32,9,14,11,9,12,8,4,8,6,6,1,-,6,6,6,6,-,1,1,3,4661,Hsadone(ST),MMR001002
