Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,1055,2497,2801,2802,2917,2977,2863,3096,3145,2901,2722,2503,2565,2673,2228,2876,2281,2311,2342,2294,2949,2170,2366,2609,2295,2828,2257,2266,2377,1810,2709,1897,1901,2162,2019,2214,1697,2034.0,1788,1475,1936,1609,1519,1639,1417,1635,1265,1322,1540,1199,1485,1175,1061,1071,1020,1251,940,871,787,671,898,632,510,439,301,456,272,306,332,272,409,254,201,217,125,210,149,156,119,119,106,79,56,44,40,134,127921,Mawlamyinegyun,MMR017018
 Illiterate,2529,890,381,225,134,122,69,96,80,69,72,84,92,130,113,212,129,148,156,131,248,127,154,198,159,219,130,157,197,165,268,157,152,184,151,198,104,169.0,131,114,180,106,123,144,128,191,137,129,167,139,232,139,123,162,131,200,143,138,119,117,202,100,111,79,76,145,54,79,63,83,146,78,58,78,36,97,37,65,58,37,62,26,16,13,11,44,14046,Mawlamyinegyun,MMR017018
 Total,3584,3387,3182,3027,3051,3099,2932,3192,3225,2970,2794,2587,2657,2803,2341,3088,2410,2459,2498,2425,3197,2297,2520,2807,2454,3047,2387,2423,2574,1975,2977,2054,2053,2346,2170,2412,1801,2203.0,1919,1589,2116,1715,1642,1783,1545,1826,1402,1451,1707,1338,1717,1314,1184,1233,1151,1451,1083,1009,906,788,1100,732,621,518,377,601,326,385,395,355,555,332,259,295,161,307,186,221,177,156,168,105,72,57,51,178,141967,Mawlamyinegyun,MMR017018
