Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,422,1091,1216,1078,1176,1177,1192,1213,1313,1086,946,866,963,976,776,1045,843,875,922,769,1184,780,1052,1078,922,1196,915,919,975,740,1221,755,1006,1013,841,1061,705,882.0,990,725,1120,681,922,772,661,993,667,736,655,587,873,497,662,645,498,760,517,488,457,360,625,350,443,329,237,424,182,201,230,202,322,121,154,156,102,180,92,100,88,64,94,26,49,38,12,90,57367,Butalin,MMR005013
 Illiterate,660,83,29,14,13,9,10,13,16,8,13,12,18,18,17,28,14,18,30,18,39,15,34,44,35,82,21,53,50,43,94,39,56,64,41,93,49,61.0,70,38,106,46,67,80,39,108,40,44,56,37,73,36,67,49,50,109,43,46,56,47,140,38,88,45,50,182,39,47,74,66,151,44,47,71,49,135,32,38,42,26,45,15,19,14,14,50,4822,Butalin,MMR005013
 Total,1082,1174,1245,1092,1189,1186,1202,1226,1329,1094,959,878,981,994,793,1073,857,893,952,787,1223,795,1086,1122,957,1278,936,972,1025,783,1315,794,1062,1077,882,1154,754,943.0,1060,763,1226,727,989,852,700,1101,707,780,711,624,946,533,729,694,548,869,560,534,513,407,765,388,531,374,287,606,221,248,304,268,473,165,201,227,151,315,124,138,130,90,139,41,68,52,26,140,62189,Butalin,MMR005013
