Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,61,101,141,208,222,231,228,246,235,208,235,163,143,141,113,109,77,67,55,45,53,50,46,33,27,38,25,23,15,15,10,10,9,10,4,8,2,10.0,5,4,4,3,3,5,2,4,1,5,3,2,5,2,1,-,-,2,1,1,-,-,-,1,-,2,-,1,-,1,1,2,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,3480,Kongyan,MMR015023
 Illiterate,448,396,313,308,251,221,135,172,180,172,169,175,156,209,168,242,171,166,148,166,228,179,170,205,158,262,172,180,135,137,163,132,127,153,124,205,125,150.0,137,137,154,115,125,136,122,194,97,133,118,134,118,148,95,109,71,119,61,60,55,50,78,57,46,51,31,67,40,49,45,42,45,39,30,47,19,37,20,13,16,21,11,7,5,6,4,17,10702,Kongyan,MMR015023
 Total,509,497,454,516,473,452,363,418,415,380,404,338,299,350,281,351,248,233,203,211,281,229,216,238,185,300,197,203,150,152,173,142,136,163,128,213,127,160.0,142,141,158,118,128,141,124,198,98,138,121,136,123,150,96,109,71,121,62,61,55,50,78,58,46,53,31,68,40,50,46,44,45,40,30,47,19,38,20,13,16,21,11,7,5,6,4,17,14182,Kongyan,MMR015023
