Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,835,1841,1987,2027,2074,2163,2005,2203,2133,2055,1976,1722,1784,1880,1555,1877,1571,1742,1672,1540,1863,1584,1570,1823,1560,1954,1510,1519,1570,1349,1671,1401,1408,1541,1310,1431,1116,1473.0,1225,1224,1450,1113,1116,1212,976,1184,792,902,957,828,1013,825,699,780,589,806,479,513,471,393,577,390,409,309,226,330,159,181,214,174,315,145,117,130,95,142,75,92,81,91,75,58,31,20,27,93,88398,Yaedashe,MMR007010
 Illiterate,1398,369,158,93,60,49,40,44,53,43,61,54,54,72,74,111,68,84,95,97,147,89,111,120,105,195,107,121,121,98,155,95,105,128,78,142,77,129.0,128,111,171,113,136,133,116,192,103,129,136,123,213,142,137,137,108,201,98,109,134,135,190,95,99,88,55,157,52,88,80,86,180,87,61,87,50,140,38,52,55,41,71,41,23,17,14,86,10238,Yaedashe,MMR007010
 Total,2233,2210,2145,2120,2134,2212,2045,2247,2186,2098,2037,1776,1838,1952,1629,1988,1639,1826,1767,1637,2010,1673,1681,1943,1665,2149,1617,1640,1691,1447,1826,1496,1513,1669,1388,1573,1193,1602.0,1353,1335,1621,1226,1252,1345,1092,1376,895,1031,1093,951,1226,967,836,917,697,1007,577,622,605,528,767,485,508,397,281,487,211,269,294,260,495,232,178,217,145,282,113,144,136,132,146,99,54,37,41,179,98636,Yaedashe,MMR007010
