Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,439,1130,1201,1249,1183,1283,1296,1418,1383,1400,1191,1148,1033,1156,922,1113,806,941,874,891,1108,869,854,927,730,1050,692,849,844,714,870,711,754,838,713,864,611,873.0,721,656,859,638,623,660,552,687,439,544,486,469,558,433,365,389,323,472,279,295,265,237,327,200,208,170,108,204,80,111,115,116,168,74,66,75,39,85,36,42,48,35,43,24,18,14,13,49,50346,Htantapin,MMR007014
 Illiterate,762,154,69,45,25,28,20,23,19,25,18,37,26,36,24,49,33,39,36,42,45,41,42,63,37,80,32,64,63,49,111,56,61,71,62,106,56,88.0,84,79,125,51,62,79,59,95,41,79,64,41,97,59,76,56,43,134,35,68,70,58,95,60,63,58,42,109,35,52,62,58,119,64,56,53,25,91,24,28,32,27,43,21,13,13,9,54,5498,Htantapin,MMR007014
 Total,1201,1284,1270,1294,1208,1311,1316,1441,1402,1425,1209,1185,1059,1192,946,1162,839,980,910,933,1153,910,896,990,767,1130,724,913,907,763,981,767,815,909,775,970,667,961.0,805,735,984,689,685,739,611,782,480,623,550,510,655,492,441,445,366,606,314,363,335,295,422,260,271,228,150,313,115,163,177,174,287,138,122,128,64,176,60,70,80,62,86,45,31,27,22,103,55844,Htantapin,MMR007014
