Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,47,151,201,205,225,237,216,241,250,222,227,187,189,197,144,229,199,215,178,164,198,144,155,187,170,214,127,159,156,140,160,120,150,139,108,197,142,162.0,154,129,186,122,133,159,135,166,102,131,151,113,113,119,99,102,64,97,59,66,47,52,58,46,39,18,14,29,15,23,19,14,20,7,6,5,9,5,5,3,3,1,3,3,-,4,-,6,9606,Linkhe`,MMR014018
 Illiterate,129,73,46,51,41,35,20,28,26,30,18,29,30,46,20,60,26,44,44,39,70,42,38,62,66,138,39,65,60,65,107,73,72,100,56,138,84,107.0,116,101,184,132,107,134,101,214,111,109,137,112,155,103,120,131,84,224,74,114,98,68,126,64,54,51,24,100,28,53,36,42,62,27,33,28,19,58,11,24,18,25,31,13,12,12,5,43,5945,Linkhe`,MMR014018
 Total,176,224,247,256,266,272,236,269,276,252,245,216,219,243,164,289,225,259,222,203,268,186,193,249,236,352,166,224,216,205,267,193,222,239,164,335,226,269.0,270,230,370,254,240,293,236,380,213,240,288,225,268,222,219,233,148,321,133,180,145,120,184,110,93,69,38,129,43,76,55,56,82,34,39,33,28,63,16,27,21,26,34,16,12,16,5,49,15551,Linkhe`,MMR014018
