Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,972,2071,2193,2193,2069,2318,2086,2302,2429,2223,2180,2033,2053,2659,2162,2813,2235,2239,2318,2074,2547,2023,2203,2472,2058,2805,1873,2244,2162,1855,2458,1737,1827,2109,1591,2043,1383,1940.0,1772,1352,2013,1449,1500,1509,1163,1776,1108,1249,1256,1142,1520,1042,928,1001,756,1088,691,749,809,567,845,446,555,383,301,536,237,303,339,217,506,206,203,230,115,284,128,145,145,112,155,77,85,57,40,205,114247,Kyaukse,MMR010013
 Illiterate,1186,249,88,80,30,41,22,26,22,26,28,30,38,51,43,80,30,50,47,52,103,48,55,75,43,101,52,78,52,51,104,61,59,71,60,97,43,87.0,61,53,97,47,52,69,44,84,31,44,50,47,72,42,50,43,34,83,33,54,53,39,79,40,56,46,17,89,24,33,32,26,84,35,25,44,12,57,18,24,30,19,32,16,15,12,7,51,5564,Kyaukse,MMR010013
 Total,2158,2320,2281,2273,2099,2359,2108,2328,2451,2249,2208,2063,2091,2710,2205,2893,2265,2289,2365,2126,2650,2071,2258,2547,2101,2906,1925,2322,2214,1906,2562,1798,1886,2180,1651,2140,1426,2027.0,1833,1405,2110,1496,1552,1578,1207,1860,1139,1293,1306,1189,1592,1084,978,1044,790,1171,724,803,862,606,924,486,611,429,318,625,261,336,371,243,590,241,228,274,127,341,146,169,175,131,187,93,100,69,47,256,119811,Kyaukse,MMR010013
