Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,236,612,693,747,775,771,756,782,843,656,635,553,593,638,565,796,586,660,644,618,866,595,667,679,589,783,579,556,571,481,645,459,429,512,399,514,360,455.0,390,344,414,376,269,328,272,336,228,273,292,254,303,201,162,166,164,236,142,116,130,97,152,65,79,45,33,69,27,36,41,40,51,35,21,29,15,33,14,18,11,9,17,7,7,10,6,15,29676,Pyinsalu(ST),MMR017016
 Illiterate,959,277,122,75,57,35,27,23,19,24,13,20,23,41,54,96,60,74,75,64,111,54,71,91,64,104,56,82,68,59,93,54,53,75,63,36,38,59.0,43,29,62,36,44,53,35,63,28,34,49,38,61,37,27,47,33,55,29,31,26,29,48,21,14,7,14,30,12,8,11,20,27,24,5,12,10,13,9,7,5,3,11,3,2,2,2,14,4592,Pyinsalu(ST),MMR017016
 Total,1195,889,815,822,832,806,783,805,862,680,648,573,616,679,619,892,646,734,719,682,977,649,738,770,653,887,635,638,639,540,738,513,482,587,462,550,398,514.0,433,373,476,412,313,381,307,399,256,307,341,292,364,238,189,213,197,291,171,147,156,126,200,86,93,52,47,99,39,44,52,60,78,59,26,41,25,46,23,25,16,12,28,10,9,12,8,29,34268,Pyinsalu(ST),MMR017016
