Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,193,459,564,695,630,762,652,810,797,667,706,622,583,610,423,465,312,318,317,320,332,280,221,277,227,314,220,207,214,200,190,178,163,154,126,167,121,166.0,168,165,158,109,101,133,93,140,85,93,85,105,93,93,64,68,42,89,31,44,35,46,45,27,29,23,11,27,7,16,8,15,9,14,4,9,5,10,6,10,1,3,2,3,3,2,-,8,16999,Tamoenye(ST),MMR015011
 Illiterate,708,524,342,335,190,267,130,211,181,159,233,213,201,285,160,338,142,151,157,161,284,176,153,221,153,433,166,199,181,159,287,205,177,188,158,364,151,221.0,198,214,311,210,161,217,169,444,172,210,183,253,251,210,148,181,140,309,122,105,110,94,158,104,90,88,73,140,56,65,64,63,66,55,38,49,34,86,25,24,19,21,26,11,10,10,10,55,14816,Tamoenye(ST),MMR015011
 Total,901,983,906,1030,820,1029,782,1021,978,826,939,835,784,895,583,803,454,469,474,481,616,456,374,498,380,747,386,406,395,359,477,383,340,342,284,531,272,387.0,366,379,469,319,262,350,262,584,257,303,268,358,344,303,212,249,182,398,153,149,145,140,203,131,119,111,84,167,63,81,72,78,75,69,42,58,39,96,31,34,20,24,28,14,13,12,10,63,31815,Tamoenye(ST),MMR015011
