Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,2,5,10,11,9,12,10,11,17,9,12,4,6,7,6,10,1,1,5,5,4,2,-,3,1,4,2,2,2,1,3,-,-,2,2,-,-,2.0,3,1,-,-,-,-,-,2,-,-,-,-,1,-,-,-,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,193,ManKan(ST),MMR015005
 Illiterate,23,16,7,9,3,11,2,12,3,1,6,3,1,6,4,14,3,7,4,3,13,6,5,7,3,28,1,2,2,2,31,4,4,2,2,32,1,3.0,3,2,20,4,3,2,1,24,2,2,3,2,12,3,1,3,3,25,2,-,2,-,10,1,3,-,-,12,1,-,4,-,7,1,1,-,-,5,-,-,-,-,1,-,-,-,-,2,453,ManKan(ST),MMR015005
 Total,25,21,17,20,12,23,12,23,20,10,18,7,7,13,10,24,4,8,9,8,17,8,5,10,4,32,3,4,4,3,34,4,4,4,4,32,1,5.0,6,3,20,4,3,2,1,26,2,2,3,2,13,3,1,3,3,26,2,-,2,-,12,1,3,-,-,12,1,-,4,-,7,1,1,-,-,5,-,-,-,-,1,-,-,-,-,2,646,ManKan(ST),MMR015005
