Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,161,419,540,558,485,532,521,622,620,574,516,488,457,518,471,492,345,362,377,326,358,336,361,354,337,393,358,377,393,309,373,333,365,378,344,408,303,382.0,326,276,370,308,294,332,236,328,216,276,282,271,256,236,203,216,146,202,132,124,134,145,125,109,91,56,55,74,40,50,67,53,56,41,52,49,30,42,17,17,33,9,22,10,10,7,6,19,22295,Hopin(ST),MMR001007
 Illiterate,247,30,6,6,4,3,2,10,2,5,2,7,6,2,4,2,4,4,4,2,7,2,3,3,1,5,3,5,4,3,7,6,7,11,3,9,5,7.0,3,6,15,10,7,17,6,13,9,12,16,11,25,11,19,16,12,19,13,11,24,11,33,24,18,15,11,34,9,14,20,18,40,25,16,26,12,33,12,12,23,10,23,12,9,8,6,27,1219,Hopin(ST),MMR001007
 Total,408,449,546,564,489,535,523,632,622,579,518,495,463,520,475,494,349,366,381,328,365,338,364,357,338,398,361,382,397,312,380,339,372,389,347,417,308,389.0,329,282,385,318,301,349,242,341,225,288,298,282,281,247,222,232,158,221,145,135,158,156,158,133,109,71,66,108,49,64,87,71,96,66,68,75,42,75,29,29,56,19,45,22,19,15,12,46,23514,Hopin(ST),MMR001007
