Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,458,1157,1313,1410,1382,1375,1507,1542,1749,1898,1679,1836,1849,2102,1947,2298,2078,2160,2015,1922,1994,1860,1855,2029,1884,2243,1721,1856,1745,1719,1762,1629,1583,1882,1676,1933,1475,1945.0,1717,1603,1751,1592,1570,1670,1403,1600,1209,1404,1353,1217,1244,1195,977,1038,822,995,710,768,742,615,719,558,576,471,311,474,293,344,334,313,424,295,195,256,119,209,144,144,149,127,120,115,57,65,33,172,100680,Thakayta,MMR013013
 Illiterate,732,136,59,25,29,16,15,23,22,32,32,21,30,35,26,51,18,43,19,27,41,27,38,43,41,44,35,49,54,27,52,34,39,43,45,60,33,71.0,44,35,74,51,48,73,39,69,41,66,56,53,58,52,45,69,40,88,39,52,68,45,61,48,61,36,35,64,29,46,48,58,86,67,37,57,36,61,32,32,31,35,54,25,30,18,13,51,4523,Thakayta,MMR013013
 Total,1190,1293,1372,1435,1411,1391,1522,1565,1771,1930,1711,1857,1879,2137,1973,2349,2096,2203,2034,1949,2035,1887,1893,2072,1925,2287,1756,1905,1799,1746,1814,1663,1622,1925,1721,1993,1508,2016.0,1761,1638,1825,1643,1618,1743,1442,1669,1250,1470,1409,1270,1302,1247,1022,1107,862,1083,749,820,810,660,780,606,637,507,346,538,322,390,382,371,510,362,232,313,155,270,176,176,180,162,174,140,87,83,46,223,105203,Thakayta,MMR013013
