Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,59,207,221,238,304,327,254,297,269,267,260,231,256,255,181,231,136,157,157,116,129,111,109,132,105,144,73,88,81,72,96,80,92,87,61,81,35,65.0,65,47,62,55,38,56,42,65,48,37,46,38,43,37,34,35,19,28,10,8,15,12,9,4,9,-,2,10,4,1,6,4,10,6,2,3,2,4,-,-,-,2,1,1,-,1,2,2,6989,Maukme`,MMR014020
 Illiterate,371,218,172,139,122,127,109,118,119,114,133,117,128,149,110,217,87,119,136,108,157,111,84,138,80,215,84,106,91,84,190,98,101,136,88,285,88,113.0,133,92,207,127,93,131,88,271,72,90,100,89,167,123,79,78,48,177,44,50,40,51,82,28,32,26,16,73,11,23,25,16,38,15,15,21,6,39,3,13,6,6,14,5,5,5,1,16,8052,Maukme`,MMR014020
 Total,430,425,393,377,426,454,363,415,388,381,393,348,384,404,291,448,223,276,293,224,286,222,193,270,185,359,157,194,172,156,286,178,193,223,149,366,123,178.0,198,139,269,182,131,187,130,336,120,127,146,127,210,160,113,113,67,205,54,58,55,63,91,32,41,26,18,83,15,24,31,20,48,21,17,24,8,43,3,13,6,8,15,6,5,6,3,18,15041,Maukme`,MMR014020
