Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,779,1807,2043,1917,2062,1989,1913,2098,2188,1989,1843,1703,1742,1963,1667,2152,1661,1801,1763,1697,2058,1708,1795,1846,1679,2099,1453,1660,1605,1374,1935,1377,1450,1571,1273,1544,1062,1511.0,1436,1167,1537,1225,1114,1277,1022,1302,846,994,1039,944,1094,847,818,751,622,887,554,545,474,438,532,334,413,288,213,350,145,214,206,162,325,131,132,153,93,172,72,100,120,79,97,56,47,30,26,127,91327,Tatkon,MMR018003
 Illiterate,1147,255,103,50,40,38,44,33,39,39,46,50,46,74,66,107,60,92,85,92,153,94,142,166,143,229,103,146,151,151,222,115,163,159,114,209,109,186.0,189,171,255,166,178,170,172,239,123,123,152,135,196,131,123,126,128,270,131,156,145,168,238,132,156,114,89,222,60,89,103,134,238,89,102,114,70,199,58,69,83,62,133,34,40,29,21,130,11716,Tatkon,MMR018003
 Total,1926,2062,2146,1967,2102,2027,1957,2131,2227,2028,1889,1753,1788,2037,1733,2259,1721,1893,1848,1789,2211,1802,1937,2012,1822,2328,1556,1806,1756,1525,2157,1492,1613,1730,1387,1753,1171,1697.0,1625,1338,1792,1391,1292,1447,1194,1541,969,1117,1191,1079,1290,978,941,877,750,1157,685,701,619,606,770,466,569,402,302,572,205,303,309,296,563,220,234,267,163,371,130,169,203,141,230,90,87,59,47,257,103043,Tatkon,MMR018003
