Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,77,218,286,314,265,339,219,286,273,244,211,202,175,227,157,237,100,127,120,127,218,96,85,125,76,141,57,95,79,78,124,65,61,77,59,126,47,108.0,65,57,100,58,39,45,44,85,36,45,44,39,60,29,25,27,20,40,11,20,14,6,26,6,6,6,4,11,4,6,6,5,4,3,3,3,3,4,1,4,1,-,-,1,-,-,1,1,6939,Minepyin,MMR016007
 Illiterate,647,572,412,496,264,381,182,316,268,225,393,231,236,389,165,536,149,204,182,177,698,156,187,284,129,705,108,179,147,157,580,137,148,240,124,647,124,206.0,185,130,491,126,133,170,140,594,111,136,129,142,284,136,87,110,63,396,42,71,71,51,164,45,38,34,22,213,17,33,27,19,92,19,12,22,17,81,9,14,11,7,19,6,5,8,3,33,16149,Minepyin,MMR016007
 Total,724,790,698,810,529,720,401,602,541,469,604,433,411,616,322,773,249,331,302,304,916,252,272,409,205,846,165,274,226,235,704,202,209,317,183,773,171,314.0,250,187,591,184,172,215,184,679,147,181,173,181,344,165,112,137,83,436,53,91,85,57,190,51,44,40,26,224,21,39,33,24,96,22,15,25,20,85,10,18,12,7,19,7,5,8,4,34,23088,Minepyin,MMR016007
