Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,11,38,53,68,63,90,63,85,65,78,73,75,55,65,54,68,53,40,45,58,32,34,44,56,25,42,18,17,24,19,24,22,24,22,6,15,10,12.0,7,7,11,7,7,11,5,14,5,7,5,8,3,7,2,4,4,10,5,3,3,1,-,-,1,2,1,2,-,1,3,-,2,-,2,1,1,-,-,-,-,-,-,-,-,1,-,1,1800,Panwa(ST),MMR001005
 Illiterate,91,95,63,82,47,58,36,39,37,36,30,20,28,35,21,40,13,14,19,24,19,28,23,25,13,46,12,28,17,20,32,16,21,22,20,47,13,33.0,32,16,35,14,17,28,12,40,11,21,14,17,22,20,10,13,10,37,11,11,10,5,14,3,6,11,4,16,2,7,3,4,4,3,2,4,1,13,2,3,4,-,2,5,-,-,-,21,1803,Panwa(ST),MMR001005
 Total,102,133,116,150,110,148,99,124,102,114,103,95,83,100,75,108,66,54,64,82,51,62,67,81,38,88,30,45,41,39,56,38,45,44,26,62,23,45.0,39,23,46,21,24,39,17,54,16,28,19,25,25,27,12,17,14,47,16,14,13,6,14,3,7,13,5,18,2,8,6,4,6,3,4,5,2,13,2,3,4,-,2,5,-,1,-,22,3603,Panwa(ST),MMR001005
