Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,112,208,298,319,274,302,239,319,299,281,247,260,213,293,229,248,192,219,204,192,244,211,209,215,170,222,134,174,146,126,171,126,132,184,118,153,86,160.0,105,95,129,93,113,130,79,109,80,94,82,72,84,68,74,73,49,75,41,43,45,38,53,23,29,27,11,29,11,11,11,11,24,15,7,6,6,15,4,4,16,7,7,2,5,2,2,13,10051,Maungtaw,MMR012009
 Illiterate,293,192,184,137,119,145,86,120,109,101,132,102,108,145,82,171,61,111,101,96,166,84,114,134,82,214,86,90,75,72,175,80,91,94,63,135,51,89.0,79,58,143,62,69,65,35,130,48,66,34,45,108,63,46,47,30,99,30,41,30,37,62,23,37,23,12,51,17,14,21,12,24,11,7,15,5,28,7,10,10,10,22,9,4,3,1,14,6307,Maungtaw,MMR012009
 Total,405,400,482,456,393,447,325,439,408,382,379,362,321,438,311,419,253,330,305,288,410,295,323,349,252,436,220,264,221,198,346,206,223,278,181,288,137,249.0,184,153,272,155,182,195,114,239,128,160,116,117,192,131,120,120,79,174,71,84,75,75,115,46,66,50,23,80,28,25,32,23,48,26,14,21,11,43,11,14,26,17,29,11,9,5,3,27,16358,Maungtaw,MMR012009
