Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,49,109,185,254,275,308,221,259,276,259,216,162,164,176,111,132,98,107,96,101,118,80,69,83,70,106,49,70,68,52,62,67,51,73,48,57,45,37.0,36,45,39,40,33,37,27,38,20,21,14,11,17,10,10,11,3,8,1,4,4,-,-,1,1,2,2,1,1,-,1,2,1,2,-,1,-,2,-,-,-,-,1,-,-,-,-,-,5210,Mineyu(ST),MMR016011
 Illiterate,477,394,374,332,227,231,137,191,160,182,228,206,231,408,236,462,256,343,325,289,402,289,311,380,226,433,209,259,235,190,372,252,246,319,191,335,166,246.0,184,164,319,230,184,262,171,395,174,206,200,177,263,229,182,197,106,330,152,127,150,82,223,74,99,80,41,215,33,43,58,37,83,36,30,47,19,101,17,28,17,12,19,11,18,5,15,37,16632,Mineyu(ST),MMR016011
 Total,526,503,559,586,502,539,358,450,436,441,444,368,395,584,347,594,354,450,421,390,520,369,380,463,296,539,258,329,303,242,434,319,297,392,239,392,211,283.0,220,209,358,270,217,299,198,433,194,227,214,188,280,239,192,208,109,338,153,131,154,82,223,75,100,82,43,216,34,43,59,39,84,38,30,48,19,103,17,28,17,12,20,11,18,5,15,37,21842,Mineyu(ST),MMR016011
