Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,655,1758,1719,1670,1773,1877,1846,2016,2096,1812,1745,1696,1729,1747,1583,1794,1542,1612,1575,1485,1870,1523,1637,1794,1580,1941,1588,1625,1576,1357,1901,1554,1536,1778,1549,1746,1376,1700.0,1608,1400,1686,1459,1506,1531,1285,1657,1300,1340,1473,1197,1478,1169,1022,1138,959,1355,932,900,958,831,1009,705,656,457,302,536,313,417,442,347,535,318,277,320,225,341,182,237,217,144,186,97,66,61,59,142,100136,Myanaung,MMR017011
 Illiterate,1199,202,84,60,44,45,30,40,47,48,50,40,54,54,53,66,50,59,53,60,69,58,50,79,56,90,46,61,51,56,99,55,59,67,61,77,46,64.0,59,42,101,63,53,73,54,99,62,63,76,75,96,61,53,71,79,124,79,104,96,105,135,69,88,75,36,123,42,79,94,87,181,85,81,103,82,131,46,70,72,57,68,41,23,11,15,64,7128,Myanaung,MMR017011
 Total,1854,1960,1803,1730,1817,1922,1876,2056,2143,1860,1795,1736,1783,1801,1636,1860,1592,1671,1628,1545,1939,1581,1687,1873,1636,2031,1634,1686,1627,1413,2000,1609,1595,1845,1610,1823,1422,1764.0,1667,1442,1787,1522,1559,1604,1339,1756,1362,1403,1549,1272,1574,1230,1075,1209,1038,1479,1011,1004,1054,936,1144,774,744,532,338,659,355,496,536,434,716,403,358,423,307,472,228,307,289,201,254,138,89,72,74,206,107264,Myanaung,MMR017011
