Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,335,835,846,884,875,950,1000,1025,1215,1286,1260,1334,1423,1658,1556,1888,1694,1745,1749,1655,1662,1597,1579,1715,1527,1771,1328,1505,1383,1351,1395,1282,1285,1403,1204,1479,1069,1348.0,1347,1251,1378,1219,1196,1312,1154,1220,968,1130,1083,1089,1107,1005,998,978,871,1027,723,780,733,595,732,549,569,507,332,391,269,330,279,260,350,243,209,219,161,187,144,136,173,136,123,102,90,69,44,243,81107,Tamway,MMR013015
 Illiterate,424,81,40,25,20,14,21,20,26,39,37,38,41,37,17,35,18,24,26,25,19,20,20,15,16,23,15,26,11,15,19,11,18,22,7,25,11,16.0,11,13,29,17,12,24,14,30,13,18,15,31,24,26,27,9,12,39,13,28,21,16,33,15,18,18,17,33,9,24,24,21,45,21,22,33,13,23,12,14,22,13,26,10,5,7,5,31,2273,Tamway,MMR013015
 Total,759,916,886,909,895,964,1021,1045,1241,1325,1297,1372,1464,1695,1573,1923,1712,1769,1775,1680,1681,1617,1599,1730,1543,1794,1343,1531,1394,1366,1414,1293,1303,1425,1211,1504,1080,1364.0,1358,1264,1407,1236,1208,1336,1168,1250,981,1148,1098,1120,1131,1031,1025,987,883,1066,736,808,754,611,765,564,587,525,349,424,278,354,303,281,395,264,231,252,174,210,156,150,195,149,149,112,95,76,49,274,83380,Tamway,MMR013015
