Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,377,817,829,738,842,884,802,977,913,939,891,778,809,873,733,1002,764,807,795,669,975,741,775,813,783,992,708,809,879,728,1096,780,863,880,714,1032,691,879.0,844,693,1045,758,786,750,613,855,649,665,734,615,805,525,649,600,546,619,473,519,509,355,544,304,411,274,211,350,149,193,248,169,354,154,170,172,93,198,98,115,109,74,124,50,60,27,30,107,50772,Myaung,MMR005003
 Illiterate,450,41,25,14,4,8,10,13,11,5,10,7,13,13,11,23,10,15,14,12,20,13,16,14,19,32,14,19,26,20,35,18,19,17,18,34,11,36.0,15,22,52,28,33,28,20,37,20,15,24,28,30,9,16,28,18,46,30,28,41,23,61,13,44,30,24,58,22,29,33,21,58,24,28,49,22,72,19,26,30,16,29,14,22,9,9,39,2482,Myaung,MMR005003
 Total,827,858,854,752,846,892,812,990,924,944,901,785,822,886,744,1025,774,822,809,681,995,754,791,827,802,1024,722,828,905,748,1131,798,882,897,732,1066,702,915.0,859,715,1097,786,819,778,633,892,669,680,758,643,835,534,665,628,564,665,503,547,550,378,605,317,455,304,235,408,171,222,281,190,412,178,198,221,115,270,117,141,139,90,153,64,82,36,39,146,53254,Myaung,MMR005003
