Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,66,155,211,188,205,194,170,206,210,218,142,176,162,192,159,188,130,165,132,125,133,106,136,129,113,155,99,109,105,139,113,93,81,110,96,130,71,105.0,81,98,99,73,79,87,60,92,61,73,60,71,62,33,40,51,39,62,37,39,35,50,37,24,25,21,13,29,12,17,20,17,16,14,8,13,10,13,6,5,4,7,11,4,3,5,3,7,7143,Bawgali(ST),MMR003004
 Illiterate,143,47,26,8,12,4,7,3,2,8,1,5,1,2,4,6,3,3,1,2,5,2,2,3,2,3,4,1,4,4,7,6,6,3,1,5,5,5.0,5,3,8,3,1,6,1,13,-,7,4,4,10,4,1,2,2,4,2,10,8,3,12,2,8,4,2,8,1,5,4,4,9,2,1,-,-,8,5,2,2,2,2,-,1,1,-,4,546,Bawgali(ST),MMR003004
 Total,209,202,237,196,217,198,177,209,212,226,143,181,163,194,163,194,133,168,133,127,138,108,138,132,115,158,103,110,109,143,120,99,87,113,97,135,76,110.0,86,101,107,76,80,93,61,105,61,80,64,75,72,37,41,53,41,66,39,49,43,53,49,26,33,25,15,37,13,22,24,21,25,16,9,13,10,21,11,7,6,9,13,4,4,6,3,11,7689,Bawgali(ST),MMR003004
