Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,660,2015,2313,2270,2372,2309,2438,2493,2811,2867,2418,2376,2226,2420,2263,2591,2159,2163,2147,1953,2154,2031,2022,2418,2070,2645,1861,2169,2036,1864,2302,1888,1898,2141,1831,2336,1693,2080.0,1999,1814,2159,1752,1722,2062,1610,2057,1413,1677,1689,1575,1681,1561,1307,1399,1148,1520,879,1037,1083,797,1060,675,784,617,446,606,361,439,466,382,577,359,227,335,171,272,142,193,197,164,204,157,110,89,65,315,126057,Mawlamyine,MMR011001
 Illiterate,1426,284,108,86,58,51,43,46,53,61,52,40,42,52,46,58,39,48,70,59,68,66,57,66,82,124,51,89,84,61,121,79,73,84,66,109,44,79.0,72,67,125,79,86,87,70,148,71,114,95,78,169,97,119,116,77,155,64,107,91,77,196,63,130,99,51,141,64,99,88,100,197,105,69,76,37,116,53,71,63,53,88,50,41,21,24,131,8515,Mawlamyine,MMR011001
 Total,2086,2299,2421,2356,2430,2360,2481,2539,2864,2928,2470,2416,2268,2472,2309,2649,2198,2211,2217,2012,2222,2097,2079,2484,2152,2769,1912,2258,2120,1925,2423,1967,1971,2225,1897,2445,1737,2159.0,2071,1881,2284,1831,1808,2149,1680,2205,1484,1791,1784,1653,1850,1658,1426,1515,1225,1675,943,1144,1174,874,1256,738,914,716,497,747,425,538,554,482,774,464,296,411,208,388,195,264,260,217,292,207,151,110,89,446,134572,Mawlamyine,MMR011001
