Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,498,1131,1204,1245,1250,1376,1281,1386,1411,1348,1302,1220,1336,1303,1153,1417,1223,1297,1244,1188,1364,1161,1194,1271,1138,1338,1091,1190,1126,965,1147,941,1022,1102,950,1035,951,1123.0,989,1020,1045,879,924,1048,859,990,797,855,891,699,839,627,569,554,453,561,380,338,377,333,356,266,321,207,173,249,140,183,149,162,203,151,144,132,101,142,81,84,81,77,77,48,48,35,25,87,64671,Kawlin,MMR005024
 Illiterate,587,76,38,22,13,8,17,14,17,13,15,14,19,11,10,21,11,21,14,16,19,13,20,11,21,36,21,25,32,19,31,18,32,33,18,36,22,37.0,35,35,45,28,44,36,27,54,42,56,53,55,65,58,50,53,47,69,50,57,68,52,49,58,57,52,46,81,29,48,52,68,79,48,49,53,36,67,34,32,46,31,34,30,21,14,13,53,3660,Kawlin,MMR005024
 Total,1085,1207,1242,1267,1263,1384,1298,1400,1428,1361,1317,1234,1355,1314,1163,1438,1234,1318,1258,1204,1383,1174,1214,1282,1159,1374,1112,1215,1158,984,1178,959,1054,1135,968,1071,973,1160.0,1024,1055,1090,907,968,1084,886,1044,839,911,944,754,904,685,619,607,500,630,430,395,445,385,405,324,378,259,219,330,169,231,201,230,282,199,193,185,137,209,115,116,127,108,111,78,69,49,38,140,68331,Kawlin,MMR005024
