Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,183,365,403,431,429,455,445,481,595,680,645,735,771,902,851,1050,994,962,944,821,872,798,800,821,731,880,698,762,694,648,715,630,614,712,628,763,592,702.0,628,586,693,593,633,633,597,663,523,565,588,546,571,460,478,500,416,499,369,388,381,298,354,240,312,241,175,239,158,140,176,159,205,118,112,131,97,103,94,82,88,73,74,67,50,46,41,143,41528,Bahan,MMR013044
 Illiterate,188,36,15,11,12,7,11,7,19,15,18,22,17,20,20,21,9,9,11,13,13,11,7,9,6,16,3,9,11,6,12,12,9,14,8,12,9,9.0,9,11,12,9,10,5,4,13,4,6,8,4,11,7,3,12,3,6,4,5,7,10,11,5,8,10,6,9,6,5,10,5,15,10,6,11,6,10,4,9,4,7,7,4,2,2,4,10,1006,Bahan,MMR013044
 Total,371,401,418,442,441,462,456,488,614,695,663,757,788,922,871,1071,1003,971,955,834,885,809,807,830,737,896,701,771,705,654,727,642,623,726,636,775,601,711.0,637,597,705,602,643,638,601,676,527,571,596,550,582,467,481,512,419,505,373,393,388,308,365,245,320,251,181,248,164,145,186,164,220,128,118,142,103,113,98,91,92,80,81,71,52,48,45,153,42534,Bahan,MMR013044
