Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,249,565,781,901,858,996,957,1062,926,893,780,796,772,912,721,848,656,702,668,572,702,535,563,582,488,663,444,497,481,412,490,430,382,416,379,466,305,411.0,332,321,388,307,227,307,229,309,156,231,231,214,215,199,154,175,97,232,87,90,104,74,92,57,71,52,20,72,16,23,19,20,31,12,12,21,3,29,3,4,11,7,9,1,3,2,1,10,29541,Payarthonezu(ST),MMR003007
 Illiterate,903,541,331,278,161,156,88,85,80,66,71,82,65,103,91,143,79,116,120,113,142,93,129,143,123,206,95,153,144,128,201,133,130,210,123,241,104,174.0,147,129,245,133,121,154,123,253,90,138,164,106,166,132,93,125,59,203,55,67,84,67,112,49,66,41,22,110,20,28,35,20,45,27,16,40,17,56,6,11,21,14,18,10,7,5,13,40,10047,Payarthonezu(ST),MMR003007
 Total,1152,1106,1112,1179,1019,1152,1045,1147,1006,959,851,878,837,1015,812,991,735,818,788,685,844,628,692,725,611,869,539,650,625,540,691,563,512,626,502,707,409,585.0,479,450,633,440,348,461,352,562,246,369,395,320,381,331,247,300,156,435,142,157,188,141,204,106,137,93,42,182,36,51,54,40,76,39,28,61,20,85,9,15,32,21,27,11,10,7,14,50,39588,Payarthonezu(ST),MMR003007
