Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,76,162,184,159,184,228,245,248,277,255,202,169,149,169,148,181,143,133,135,124,155,128,132,153,134,182,125,151,108,114,131,99,93,123,89,129,63,103.0,85,78,105,51,51,65,48,66,27,48,39,31,43,32,30,41,28,40,15,22,18,15,20,18,12,10,4,5,1,5,3,1,3,2,-,3,-,2,1,3,2,2,2,-,-,1,-,2,6863,Khawzar,MMR011006
 Illiterate,145,56,28,15,9,12,7,12,14,7,13,15,9,10,11,23,14,23,15,18,23,24,25,49,21,61,33,39,46,33,59,32,51,66,49,81,29,62.0,67,49,77,53,57,81,62,97,51,88,73,69,95,88,70,86,48,117,49,74,57,40,68,42,51,39,17,63,13,26,22,38,32,20,15,13,4,23,8,10,11,11,14,6,6,5,3,15,3362,Khawzar,MMR011006
 Total,221,218,212,174,193,240,252,260,291,262,215,184,158,179,159,204,157,156,150,142,178,152,157,202,155,243,158,190,154,147,190,131,144,189,138,210,92,165.0,152,127,182,104,108,146,110,163,78,136,112,100,138,120,100,127,76,157,64,96,75,55,88,60,63,49,21,68,14,31,25,39,35,22,15,16,4,25,9,13,13,13,16,6,6,6,3,17,10225,Khawzar,MMR011006
