Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,833,2373,2836,2842,2790,2964,2942,3031,3380,3402,3158,3218,3357,3758,3500,3921,3458,3480,3407,3316,3267,3152,3138,3470,3149,3706,2834,3075,2989,2701,2849,2610,2484,2917,2507,2909,2109,2676.0,2425,2214,2459,2116,2089,2310,1860,2175,1562,1869,1841,1682,1738,1578,1310,1413,1118,1430,923,1024,1029,788,1106,716,829,629,396,565,315,379,372,345,535,351,221,270,158,232,121,149,139,132,139,108,74,50,49,160,160001,Dagon Myothit(South),MMR013018
 Illiterate,1943,469,192,125,88,81,58,80,100,81,78,87,88,121,100,126,83,138,100,124,126,101,119,149,126,195,103,194,159,131,207,116,168,177,137,187,102,168.0,158,157,183,146,152,156,117,210,99,132,125,120,168,134,110,114,96,180,84,121,133,100,171,98,122,76,55,143,57,77,72,74,162,82,78,86,36,99,41,67,49,39,77,32,33,31,18,92,11889,Dagon Myothit(South),MMR013018
 Total,2776,2842,3028,2967,2878,3045,3000,3111,3480,3483,3236,3305,3445,3879,3600,4047,3541,3618,3507,3440,3393,3253,3257,3619,3275,3901,2937,3269,3148,2832,3056,2726,2652,3094,2644,3096,2211,2844.0,2583,2371,2642,2262,2241,2466,1977,2385,1661,2001,1966,1802,1906,1712,1420,1527,1214,1610,1007,1145,1162,888,1277,814,951,705,451,708,372,456,444,419,697,433,299,356,194,331,162,216,188,171,216,140,107,81,67,252,171890,Dagon Myothit(South),MMR013018
