Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,37,80,94,119,102,104,89,112,125,123,91,100,81,104,68,83,59,49,48,55,61,47,42,49,37,60,36,57,30,33,28,30,32,25,18,26,19,22.0,28,22,23,22,11,19,7,24,14,8,12,9,16,16,8,13,12,8,8,6,6,6,9,7,3,6,2,5,2,1,1,-,2,1,-,1,-,3,-,2,1,-,-,1,-,-,-,-,2720,Chiphwe,MMR001005
 Illiterate,121,97,52,71,42,54,29,45,39,41,35,44,28,34,32,36,21,14,26,25,42,23,19,23,11,30,16,15,19,21,26,14,15,22,21,49,17,27.0,26,18,35,20,23,26,14,52,17,19,18,25,16,22,12,18,7,36,7,11,14,9,18,4,8,13,5,21,2,4,12,4,6,6,1,5,4,14,3,3,7,4,3,2,3,1,1,15,1910,Chiphwe,MMR001005
 Total,158,177,146,190,144,158,118,157,164,164,126,144,109,138,100,119,80,63,74,80,103,70,61,72,48,90,52,72,49,54,54,44,47,47,39,75,36,49.0,54,40,58,42,34,45,21,76,31,27,30,34,32,38,20,31,19,44,15,17,20,15,27,11,11,19,7,26,4,5,13,4,8,7,1,6,4,17,3,5,8,4,3,3,3,1,1,15,4630,Chiphwe,MMR001005
