Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,782,1974,2233,2096,2222,2278,2261,2360,2444,2068,2153,1900,1837,1813,1586,2003,1574,1786,1586,1552,1871,1514,1749,1783,1659,1940,1683,1661,1733,1398,1880,1503,1478,1676,1518,1633,1237,1590.0,1471,1261,1620,1378,1251,1463,1261,1554,1265,1284,1501,1181,1382,1101,992,1018,963,1099,757,698,714,538,629,464,433,307,226,389,225,296,329,288,430,237,198,269,158,232,133,131,141,100,141,78,60,48,36,124,99868,Kyonpyaw,MMR017005
 Illiterate,1541,347,120,75,80,68,63,78,85,88,96,67,69,97,81,112,84,113,89,93,132,94,125,131,107,177,118,136,189,127,215,120,151,168,126,159,90,133.0,105,106,170,99,122,146,112,190,108,116,148,131,172,127,128,144,120,196,86,118,134,118,132,79,106,55,60,155,76,104,102,75,190,86,86,121,75,124,55,59,74,45,78,33,26,16,22,61,10935,Kyonpyaw,MMR017005
 Total,2323,2321,2353,2171,2302,2346,2324,2438,2529,2156,2249,1967,1906,1910,1667,2115,1658,1899,1675,1645,2003,1608,1874,1914,1766,2117,1801,1797,1922,1525,2095,1623,1629,1844,1644,1792,1327,1723.0,1576,1367,1790,1477,1373,1609,1373,1744,1373,1400,1649,1312,1554,1228,1120,1162,1083,1295,843,816,848,656,761,543,539,362,286,544,301,400,431,363,620,323,284,390,233,356,188,190,215,145,219,111,86,64,58,185,110803,Kyonpyaw,MMR017005
