Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,31,53,74,70,71,58,78,84,82,75,70,58,75,74,52,80,48,69,57,41,56,46,43,49,47,61,53,53,46,38,46,40,28,32,30,50,24,35.0,30,40,29,31,19,36,17,31,15,16,13,12,12,17,16,10,6,17,10,8,5,4,2,4,6,2,1,1,2,2,1,1,3,1,-,-,1,6,-,1,-,1,1,1,1,1,-,1,2511,Kengtaung(ST),MMR014019
 Illiterate,73,31,28,17,25,16,12,11,17,12,12,14,17,26,17,39,16,31,13,26,36,24,18,33,17,49,21,30,14,19,34,15,22,31,19,55,16,36.0,18,21,53,41,31,28,19,56,23,54,20,28,49,33,28,21,14,47,9,18,7,10,18,7,13,8,5,27,3,3,4,2,14,1,5,2,2,15,1,2,3,-,4,1,1,-,-,13,1724,Kengtaung(ST),MMR014019
 Total,104,84,102,87,96,74,90,95,99,87,82,72,92,100,69,119,64,100,70,67,92,70,61,82,64,110,74,83,60,57,80,55,50,63,49,105,40,71.0,48,61,82,72,50,64,36,87,38,70,33,40,61,50,44,31,20,64,19,26,12,14,20,11,19,10,6,28,5,5,5,3,17,2,5,2,3,21,1,3,3,1,5,2,2,1,-,14,4235,Kengtaung(ST),MMR014019
