Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,239,761,885,856,879,949,915,917,958,806,752,764,765,815,669,834,674,714,682,656,675,636,639,714,646,717,534,596,548,498,619,531,547,530,499,551,431,517.0,500,385,493,366,356,369,321,406,295,308,346,302,282,264,204,208,186,224,170,182,161,135,165,106,102,71,60,71,47,57,51,52,60,33,37,48,31,32,25,14,17,20,19,9,10,9,13,12,33552,Ywarngan,MMR014007
 Illiterate,505,105,34,30,16,5,7,6,10,10,7,9,12,10,7,13,12,14,13,10,22,20,18,17,32,31,27,35,27,23,45,23,36,21,23,41,20,19.0,30,33,32,29,36,34,33,56,32,49,44,41,66,44,50,49,50,94,47,56,56,70,83,61,41,25,37,65,33,35,54,49,59,29,40,37,38,50,26,28,27,30,21,17,10,13,4,33,3291,Ywarngan,MMR014007
 Total,744,866,919,886,895,954,922,923,968,816,759,773,777,825,676,847,686,728,695,666,697,656,657,731,678,748,561,631,575,521,664,554,583,551,522,592,451,536.0,530,418,525,395,392,403,354,462,327,357,390,343,348,308,254,257,236,318,217,238,217,205,248,167,143,96,97,136,80,92,105,101,119,62,77,85,69,82,51,42,44,50,40,26,20,22,17,45,36843,Ywarngan,MMR014007
