Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,109,257,385,427,465,590,434,584,492,385,380,326,291,354,226,357,207,240,253,182,279,167,181,228,155,269,105,155,140,126,245,121,120,158,87,205,78,136.0,131,84,172,106,99,129,108,241,81,90,93,95,132,87,55,73,39,111,30,32,23,29,31,10,20,14,7,21,8,4,9,7,8,6,2,7,-,10,1,3,1,2,1,1,1,1,1,6,12121,Mongkai,MMR014016
 Illiterate,823,553,426,493,265,540,213,339,226,159,585,196,203,403,153,838,139,236,219,155,828,154,221,414,204,1180,141,244,191,150,852,178,196,361,161,1199,154,243.0,206,162,842,168,201,305,163,1078,137,248,250,185,500,263,170,237,105,840,79,117,139,89,326,84,93,83,35,445,30,52,43,36,145,36,29,46,13,232,12,23,20,15,49,13,10,14,10,110,22723,Mongkai,MMR014016
 Total,932,810,811,920,730,1130,647,923,718,544,965,522,494,757,379,1195,346,476,472,337,1107,321,402,642,359,1449,246,399,331,276,1097,299,316,519,248,1404,232,379.0,337,246,1014,274,300,434,271,1319,218,338,343,280,632,350,225,310,144,951,109,149,162,118,357,94,113,97,42,466,38,56,52,43,153,42,31,53,13,242,13,26,21,17,50,14,11,15,11,116,34844,Mongkai,MMR014016
