Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,56,198,187,221,196,241,246,233,228,223,188,161,156,166,180,181,147,145,154,130,145,121,138,136,118,150,103,114,120,95,108,78,83,103,81,94,99,106.0,93,72,74,57,76,74,55,65,57,60,62,43,63,51,44,38,24,32,18,24,25,21,28,16,21,14,5,13,7,12,5,11,9,7,7,8,2,1,2,5,1,2,3,2,4,1,-,8,6951,Kaleinaung(ST),MMR006004
 Illiterate,176,62,25,21,14,5,7,7,9,8,4,9,3,18,8,21,15,25,28,14,27,14,25,23,18,51,18,29,27,29,46,23,33,39,27,42,14,23.0,34,22,51,39,24,30,34,53,28,38,39,29,55,23,29,32,16,47,10,15,18,17,30,15,15,13,5,26,3,8,7,13,20,5,5,8,4,14,2,5,3,6,5,1,3,-,2,12,1900,Kaleinaung(ST),MMR006004
 Total,232,260,212,242,210,246,253,240,237,231,192,170,159,184,188,202,162,170,182,144,172,135,163,159,136,201,121,143,147,124,154,101,116,142,108,136,113,129.0,127,94,125,96,100,104,89,118,85,98,101,72,118,74,73,70,40,79,28,39,43,38,58,31,36,27,10,39,10,20,12,24,29,12,12,16,6,15,4,10,4,8,8,3,7,1,2,20,8851,Kaleinaung(ST),MMR006004
