Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,43,125,159,179,156,167,154,164,158,136,138,103,106,118,107,124,94,77,88,75,83,72,64,91,60,79,53,53,58,46,61,62,51,55,48,63,35,40.0,48,36,53,37,31,33,26,44,25,35,30,27,29,25,22,14,15,20,13,9,8,16,15,8,3,4,3,7,2,3,7,4,3,1,1,-,1,2,1,1,-,-,2,1,-,-,1,3,4214,Talay(ST),MMR016009
 Illiterate,142,66,54,41,20,31,18,23,24,19,22,20,31,31,29,46,32,26,36,29,64,31,34,43,34,84,36,59,37,34,62,51,55,59,48,101,40,52.0,57,62,85,74,61,81,39,106,73,71,83,51,75,65,63,62,33,89,40,39,38,42,75,41,29,33,17,55,25,25,25,21,25,14,10,26,12,43,8,13,11,8,11,7,2,5,4,12,3610,Talay(ST),MMR016009
 Total,185,191,213,220,176,198,172,187,182,155,160,123,137,149,136,170,126,103,124,104,147,103,98,134,94,163,89,112,95,80,123,113,106,114,96,164,75,92.0,105,98,138,111,92,114,65,150,98,106,113,78,104,90,85,76,48,109,53,48,46,58,90,49,32,37,20,62,27,28,32,25,28,15,11,26,13,45,9,14,11,8,13,8,2,5,5,15,7824,Talay(ST),MMR016009
