Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,520,1240,1474,1403,1444,1455,1550,1645,1571,1624,1525,1347,1299,1411,1214,1450,1164,1284,1282,1152,1443,1188,1278,1405,1249,1422,1194,1243,1340,1064,1375,1104,1158,1299,1147,1342,914,1205.0,1111,1055,1177,1005,987,1011,893,901,777,822,833,676,812,726,621,671,581,696,474,465,527,404,516,390,433,314,242,314,169,206,201,221,326,181,154,183,96,154,89,77,104,90,77,48,42,41,21,107,71445,Khayan,MMR013026
 Illiterate,992,268,89,43,27,19,18,13,23,19,24,20,24,24,24,35,18,37,29,30,43,35,28,42,36,60,36,40,55,25,49,50,39,65,39,58,35,54.0,44,50,56,39,51,41,35,50,38,40,44,36,59,36,31,39,24,41,23,39,47,42,71,41,40,45,33,43,21,22,27,33,71,25,34,36,15,42,20,20,21,14,16,18,10,11,3,21,4223,Khayan,MMR013026
 Total,1512,1508,1563,1446,1471,1474,1568,1658,1594,1643,1549,1367,1323,1435,1238,1485,1182,1321,1311,1182,1486,1223,1306,1447,1285,1482,1230,1283,1395,1089,1424,1154,1197,1364,1186,1400,949,1259.0,1155,1105,1233,1044,1038,1052,928,951,815,862,877,712,871,762,652,710,605,737,497,504,574,446,587,431,473,359,275,357,190,228,228,254,397,206,188,219,111,196,109,97,125,104,93,66,52,52,24,128,75668,Khayan,MMR013026
