Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,616,1514,1816,1776,1814,1876,1945,2009,1984,1865,1744,1597,1480,1542,1368,1616,1347,1354,1368,1229,1678,1306,1459,1632,1446,1671,1325,1380,1399,1218,1545,1183,1221,1352,1258,1462,968,1334.0,1085,978,1211,1014,1019,1046,848,1049,761,865,874,814,947,728,649,754,582,693,501,528,583,450,529,311,321,285,179,298,166,170,169,184,273,189,107,162,87,111,83,89,82,74,74,49,49,35,22,89,78863,Phyapon,MMR017023
 Illiterate,1389,415,182,106,70,64,45,56,48,45,42,52,59,63,74,90,54,77,81,57,102,72,85,91,88,128,60,98,96,85,116,72,78,129,85,126,53,119.0,110,72,101,86,99,70,75,104,69,60,98,65,99,54,56,55,48,87,57,55,65,48,92,48,40,48,32,65,30,35,28,38,63,26,34,49,26,36,32,28,22,19,19,11,12,6,7,30,7261,Phyapon,MMR017023
 Total,2005,1929,1998,1882,1884,1940,1990,2065,2032,1910,1786,1649,1539,1605,1442,1706,1401,1431,1449,1286,1780,1378,1544,1723,1534,1799,1385,1478,1495,1303,1661,1255,1299,1481,1343,1588,1021,1453.0,1195,1050,1312,1100,1118,1116,923,1153,830,925,972,879,1046,782,705,809,630,780,558,583,648,498,621,359,361,333,211,363,196,205,197,222,336,215,141,211,113,147,115,117,104,93,93,60,61,41,29,119,86124,Phyapon,MMR017023
