Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,283,1113,1258,1340,1389,1360,1432,1474,1551,1383,1178,1056,912,1006,813,798,711,702,707,651,748,665,682,670,614,760,629,705,768,628,760,662,608,707,619,668,631,759.0,728,566,831,612,618,625,540,638,571,597,645,597,816,647,522,568,413,536,375,434,449,377,522,272,289,236,152,280,143,219,220,159,274,172,150,146,69,125,77,105,89,68,106,72,49,41,34,149,50323,Lounglon,MMR006002
 Illiterate,941,266,95,60,40,29,15,20,27,24,35,26,17,46,38,48,27,37,48,40,62,48,64,56,48,69,41,49,57,51,78,53,37,83,40,69,30,49.0,77,59,93,57,70,79,56,114,53,89,92,93,145,112,82,109,41,118,49,72,76,60,99,49,45,37,22,86,26,36,57,52,118,65,61,63,22,73,29,56,39,42,67,25,33,22,15,91,5989,Lounglon,MMR006002
 Total,1224,1379,1353,1400,1429,1389,1447,1494,1578,1407,1213,1082,929,1052,851,846,738,739,755,691,810,713,746,726,662,829,670,754,825,679,838,715,645,790,659,737,661,808.0,805,625,924,669,688,704,596,752,624,686,737,690,961,759,604,677,454,654,424,506,525,437,621,321,334,273,174,366,169,255,277,211,392,237,211,209,91,198,106,161,128,110,173,97,82,63,49,240,56312,Lounglon,MMR006002
