Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,76,142,175,208,202,220,182,260,270,185,196,195,151,235,162,197,150,132,138,171,134,131,117,114,97,126,80,91,87,86,84,75,71,94,65,79,43,62.0,56,54,49,54,34,45,32,54,22,33,40,38,43,42,26,29,13,38,20,14,19,15,25,16,8,14,2,10,5,7,5,4,5,6,3,2,-,15,3,1,4,1,3,-,1,1,2,6,6202,Monekoe(ST),MMR015009
 Illiterate,210,115,85,106,53,74,54,64,52,57,55,65,61,75,55,67,47,42,46,48,53,41,25,57,27,86,50,52,36,49,49,57,43,80,60,105,50,72.0,59,56,80,61,61,61,43,108,67,67,66,53,64,72,58,60,45,101,32,41,23,27,47,26,33,31,20,61,17,32,18,16,25,20,13,25,20,43,12,12,13,6,12,10,7,2,5,18,4272,Monekoe(ST),MMR015009
 Total,286,257,260,314,255,294,236,324,322,242,251,260,212,310,217,264,197,174,184,219,187,172,142,171,124,212,130,143,123,135,133,132,114,174,125,184,93,134.0,115,110,129,115,95,106,75,162,89,100,106,91,107,114,84,89,58,139,52,55,42,42,72,42,41,45,22,71,22,39,23,20,30,26,16,27,20,58,15,13,17,7,15,10,8,3,7,24,10474,Monekoe(ST),MMR015009
