Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,623,1972,2003,1953,1974,2075,2009,2180,2290,2062,2093,1867,1767,1870,1549,1834,1582,1618,1631,1420,1800,1431,1466,1635,1383,1797,1280,1357,1460,1189,1561,1204,1287,1562,1209,1485,1021,1493.0,1234,1163,1500,1218,1071,1210,983,1188,937,942,1070,827,980,787,681,746,599,762,501,514,531,405,554,410,460,354,230,334,174,201,204,207,335,167,151,166,94,143,77,90,95,74,82,60,31,25,20,94,86673,Daik U,MMR007007
 Illiterate,1497,304,121,76,51,44,46,60,63,52,59,64,74,92,70,85,66,86,95,93,112,80,86,129,96,139,95,101,129,104,161,108,97,134,116,141,70,137.0,116,93,145,101,84,118,87,120,88,96,122,95,159,100,76,97,85,145,61,80,106,85,164,82,77,75,47,108,52,60,62,71,153,73,49,96,42,91,32,38,48,41,44,32,34,18,9,45,9035,Daik U,MMR007007
 Total,2120,2276,2124,2029,2025,2119,2055,2240,2353,2114,2152,1931,1841,1962,1619,1919,1648,1704,1726,1513,1912,1511,1552,1764,1479,1936,1375,1458,1589,1293,1722,1312,1384,1696,1325,1626,1091,1630.0,1350,1256,1645,1319,1155,1328,1070,1308,1025,1038,1192,922,1139,887,757,843,684,907,562,594,637,490,718,492,537,429,277,442,226,261,266,278,488,240,200,262,136,234,109,128,143,115,126,92,65,43,29,139,95708,Daik U,MMR007007
