Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,25,60,80,90,86,122,96,94,94,82,67,71,57,56,40,59,27,38,29,36,63,38,28,46,18,52,20,29,23,17,31,21,14,24,18,23,20,18.0,20,12,19,13,11,12,9,15,9,9,11,11,11,8,3,7,6,9,3,5,3,1,2,3,4,1,-,1,-,-,1,1,1,1,-,-,-,2,-,-,-,-,-,-,-,-,-,2,2038,Minekat,MMR016002
 Illiterate,644,510,445,534,316,609,206,439,317,262,515,300,228,454,237,695,177,270,219,217,776,226,242,390,170,732,126,213,121,141,420,146,143,222,121,674,100,139.0,137,100,383,124,120,190,98,584,97,147,123,118,196,151,90,111,45,405,43,57,62,46,129,34,46,39,28,209,23,27,25,10,53,15,11,18,9,84,5,8,3,4,13,4,5,2,8,41,16976,Minekat,MMR016002
 Total,669,570,525,624,402,731,302,533,411,344,582,371,285,510,277,754,204,308,248,253,839,264,270,436,188,784,146,242,144,158,451,167,157,246,139,697,120,157.0,157,112,402,137,131,202,107,599,106,156,134,129,207,159,93,118,51,414,46,62,65,47,131,37,50,40,28,210,23,27,26,11,54,16,11,18,9,86,5,8,3,4,13,4,5,2,8,43,19014,Minekat,MMR016002
