Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,521,1279,1488,1364,1549,1488,1352,1539,1577,1431,1363,1222,1246,1414,1293,1591,1248,1269,1331,1274,1496,1198,1325,1433,1327,1575,1221,1270,1282,1074,1411,1039,1142,1247,1175,1254,932,1180.0,1096,949,1295,876,950,982,858,1035,749,786,868,723,896,673,731,619,486,674,393,486,487,394,525,283,325,254,147,345,191,231,238,199,300,132,161,170,108,143,91,112,92,61,110,57,46,37,18,87,70889,Pwint Phyu,MMR009008
 Illiterate,951,140,55,46,32,29,13,30,31,32,38,44,47,53,48,85,74,75,89,77,116,91,108,125,95,152,68,96,107,77,172,90,113,137,91,150,87,126.0,107,92,177,88,125,108,97,157,67,102,134,98,181,99,98,103,85,157,82,108,110,97,146,68,95,68,42,143,64,72,89,74,174,76,76,110,49,89,46,42,56,37,56,23,17,16,13,53,8256,Pwint Phyu,MMR009008
 Total,1472,1419,1543,1410,1581,1517,1365,1569,1608,1463,1401,1266,1293,1467,1341,1676,1322,1344,1420,1351,1612,1289,1433,1558,1422,1727,1289,1366,1389,1151,1583,1129,1255,1384,1266,1404,1019,1306.0,1203,1041,1472,964,1075,1090,955,1192,816,888,1002,821,1077,772,829,722,571,831,475,594,597,491,671,351,420,322,189,488,255,303,327,273,474,208,237,280,157,232,137,154,148,98,166,80,63,53,31,140,79145,Pwint Phyu,MMR009008
