Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,150,463,547,600,587,600,523,574,598,553,487,460,490,547,452,461,348,413,405,378,506,381,400,417,366,519,315,383,368,310,418,347,300,360,280,336,223,283.0,270,250,293,208,194,221,167,247,155,189,224,173,215,177,130,168,107,182,91,72,77,85,87,62,63,54,37,67,38,31,37,33,45,28,18,14,15,34,9,10,3,9,10,5,3,6,5,17,20783,Mansi,MMR001013
 Illiterate,404,97,30,21,15,12,4,4,5,7,7,14,14,16,8,14,14,7,11,16,19,20,11,14,24,37,29,22,22,21,32,32,32,29,29,51,33,38.0,35,42,51,45,27,53,39,70,47,57,51,61,63,61,32,62,35,85,48,32,41,41,55,32,44,44,32,81,24,26,37,25,40,28,7,25,17,34,10,14,15,10,14,7,2,3,4,30,2953,Mansi,MMR001013
 Total,554,560,577,621,602,612,527,578,603,560,494,474,504,563,460,475,362,420,416,394,525,401,411,431,390,556,344,405,390,331,450,379,332,389,309,387,256,321.0,305,292,344,253,221,274,206,317,202,246,275,234,278,238,162,230,142,267,139,104,118,126,142,94,107,98,69,148,62,57,74,58,85,56,25,39,32,68,19,24,18,19,24,12,5,9,9,47,23736,Mansi,MMR001013
