Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,504,1111,1244,1349,1332,1383,1418,1519,1742,1736,1605,1610,1791,2033,1785,2126,1879,1805,1839,1635,1697,1623,1650,1877,1628,2055,1534,1652,1771,1661,1738,1605,1720,1794,1688,2020,1520,1845.0,1650,1587,1714,1532,1441,1529,1226,1317,1005,1084,1093,1075,1065,976,926,958,920,1089,742,845,871,818,980,809,844,729,558,704,441,488,468,410,480,339,261,296,173,268,183,135,159,112,119,106,83,60,39,176,97407,Dagon Myothit(North),MMR013019
 Illiterate,662,123,48,31,22,25,21,33,35,27,33,31,31,47,35,41,24,25,27,21,52,27,36,26,25,47,25,30,42,27,44,25,26,39,23,50,21,26.0,28,43,43,37,24,21,26,29,16,35,20,17,36,28,21,24,20,32,24,35,27,26,43,20,27,22,14,42,13,14,16,32,43,35,24,27,11,32,10,18,18,16,22,5,11,11,7,22,3100,Dagon Myothit(North),MMR013019
 Total,1166,1234,1292,1380,1354,1408,1439,1552,1777,1763,1638,1641,1822,2080,1820,2167,1903,1830,1866,1656,1749,1650,1686,1903,1653,2102,1559,1682,1813,1688,1782,1630,1746,1833,1711,2070,1541,1871.0,1678,1630,1757,1569,1465,1550,1252,1346,1021,1119,1113,1092,1101,1004,947,982,940,1121,766,880,898,844,1023,829,871,751,572,746,454,502,484,442,523,374,285,323,184,300,193,153,177,128,141,111,94,71,46,198,100507,Dagon Myothit(North),MMR013019
