Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,123,255,355,504,477,582,513,564,575,422,425,348,364,428,310,387,242,262,287,227,212,194,203,232,161,215,141,148,177,121,142,121,117,124,98,127,80,117.0,91,77,97,80,61,74,52,75,30,54,61,39,63,45,28,40,14,47,21,22,20,15,24,10,12,10,3,11,3,3,6,2,8,3,3,2,-,6,1,1,-,-,1,2,-,3,1,2,11603,Kyaidon(ST),MMR003007
 Illiterate,638,574,429,336,258,245,141,193,164,138,154,147,161,207,149,286,171,206,202,176,237,155,215,229,161,322,149,216,215,143,252,193,200,266,160,383,155,222.0,191,183,303,201,143,191,113,326,133,150,148,116,175,135,90,117,56,213,49,72,73,47,113,41,86,41,32,151,13,36,27,19,66,20,19,38,8,51,1,14,8,3,20,5,5,7,1,28,12926,Kyaidon(ST),MMR003007
 Total,761,829,784,840,735,827,654,757,739,560,579,495,525,635,459,673,413,468,489,403,449,349,418,461,322,537,290,364,392,264,394,314,317,390,258,510,235,339.0,282,260,400,281,204,265,165,401,163,204,209,155,238,180,118,157,70,260,70,94,93,62,137,51,98,51,35,162,16,39,33,21,74,23,22,40,8,57,2,15,8,3,21,7,5,10,2,30,24529,Kyaidon(ST),MMR003007
