Read_and_write,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42.0,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,281,833,1002,984,908,1057,987,1081,1118,1008,938,932,837,1076,817,1043,667,778,744,725,778,706,653,842,596,943,461,620,493,472,659,556,467,525,348,623,306,473.0,422,414,499,354,309,383,263,502,245,327,298,277,325,252,178,204,111,233,107,107,112,114,117,69,61,54,26,73,36,26,28,23,42,23,11,15,8,26,7,11,8,18,7,10,7,7,3,21,35110,Namkham,MMR015010
 Illiterate,813,267,135,120,81,102,72,76,74,57,78,97,96,176,97,215,113,132,130,119,225,117,156,184,121,330,101,149,110,151,333,142,165,201,123,400,116,187.0,188,197,404,184,173,257,174,555,209,224,233,254,355,310,177,237,139,517,167,173,159,172,320,156,147,123,74,266,76,90,100,78,168,105,45,82,58,198,45,62,51,64,76,63,22,28,27,127,14470,Namkham,MMR015010
 Total,1094,1100,1137,1104,989,1159,1059,1157,1192,1065,1016,1029,933,1252,914,1258,780,910,874,844,1003,823,809,1026,717,1273,562,769,603,623,992,698,632,726,471,1023,422,660.0,610,611,903,538,482,640,437,1057,454,551,531,531,680,562,355,441,250,750,274,280,271,286,437,225,208,177,100,339,112,116,128,101,210,128,56,97,66,224,52,73,59,82,83,73,29,35,30,148,49580,Namkham,MMR015010
